*Employee ID,*Start Date,*Segment 1 End Time,*Segment 1 Type,*Segment 1 Start Day Number,*Segment 1 Start Time,*Segment 1 End Day Number,Label,Segment 2 Type,Segment 2 Start Day Number,Segment 2 Start Time,Segment 2 End Day Number,Segment 2 End Time,Segment 3 Type,Segment 3 Start Day Number,Segment 3 Start Time,Segment 3 End Day Number,Segment 3 End Time,Segment 4 Type,Segment 4 Start Day Number,Segment 4 Start Time,Segment 4 End Day Number,Segment 4 End Time,Segment 5 Type,Segment 5 Start Day Number,Segment 5 Start Time,Segment 5 End Day Number,Segment 5 End Time
10039295,01/01/2025,19:00,REGULAR_SEGMENT,1,13:00,1,6,,,,,,,,,,,,,,,,,,,,
10039295,02/01/2025,20:00,REGULAR_SEGMENT,1,13:00,1,7,,,,,,,,,,,,,,,,,,,,
10039295,03/01/2025,22:00,REGULAR_SEGMENT,1,13:00,1,9,,,,,,,,,,,,,,,,,,,,
10039295,04/01/2025,23:00,REGULAR_SEGMENT,1,13:00,1,10,,,,,,,,,,,,,,,,,,,,
10039295,08/01/2025,17:00,REGULAR_SEGMENT,1,13:00,1,4,,,,,,,,,,,,,,,,,,,,
10039295,09/01/2025,17:00,REGULAR_SEGMENT,1,13:00,1,4,,,,,,,,,,,,,,,,,,,,
10039295,05/03/2025,17:00,REGULAR_SEGMENT,1,13:00,1,4,,,,,,,,,,,,,,,,,,,,
10039295,06/03/2025,17:00,REGULAR_SEGMENT,1,13:00,1,4,,,,,,,,,,,,,,,,,,,,
10039295,07/03/2025,17:00,REGULAR_SEGMENT,1,13:00,1,4,,,,,,,,,,,,,,,,,,,,
10039295,08/03/2025,17:00,REGULAR_SEGMENT,1,13:00,1,4,,,,,,,,,,,,,,,,,,,,
10039295,09/03/2025,17:00,REGULAR_SEGMENT,1,13:00,1,4,,,,,,,,,,,,,,,,,,,,
10039295,05/03/2025,17:15,REGULAR_SEGMENT,1,13:00,1,7.5,BREAK_SEGMENT,1,17:15,1,17:45,REGULAR_SEGMENT,1,17:45,1,21:00,,,,,,,,,,
10039295,06/03/2025,17:15,REGULAR_SEGMENT,1,13:00,1,7.5,BREAK_SEGMENT,1,17:15,1,17:45,REGULAR_SEGMENT,1,17:45,1,21:00,,,,,,,,,,
10039295,07/03/2025,17:15,REGULAR_SEGMENT,1,13:00,1,7.5,BREAK_SEGMENT,1,17:15,1,17:45,REGULAR_SEGMENT,1,17:45,1,21:00,,,,,,,,,,
